SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Anas flavirostris,Yellow-billed Teal,yebtea1,species,629.0,YBTE,ANFL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas theodori,Mauritius Duck,mauduc1,species,634.0,MADU MATE,ANTH,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,1710,anatid1
Anas albogularis,Andaman Teal,andtea1,species,635.0,ANTE,ANAL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas gibberifrons,Sunda Teal,suntea1,species,636.0,INTE SUTE,ANGI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas gracilis,Gray Teal,gretea1,species,637.0,GRTE,ANGR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas castanea,Chestnut Teal,chetea1,species,642.0,CHTE,ANCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas bernieri,Bernier's Teal,bertea1,species,648.0,MATE BETE,ANBE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas aucklandica,Auckland Islands Teal,auitea1,species,649.0,AUTE AITE,ANAU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas nesiotis,Campbell Islands Teal,caitea1,species,650.0,CITE CATE,ANNE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anas chlorotis,Brown Teal,brotea1,species,651.0,BRTE,ANCH,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,species,656.0,PEDU,MAME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Marmaronetta angustirostris,Marbled Duck,martea1,species,657.0,MADU,MAAN,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Rhodonessa caryophyllacea,Pink-headed Duck,pihduc1,species,658.0,PHDU,RHCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,1935,anatid1
Asarcornis scutulata,White-winged Duck,whwduc1,species,659.0,WWDU,ASSC,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Netta rufina,Red-crested Pochard,recpoc,species,660.0,RCPO,NERU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Netta erythrophthalma,Southern Pochard,soupoc1,species,662.0,SOPO,NEER,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Netta peposaca,Rosy-billed Pochard,robpoc1,species,665.0,RBPO,NEPE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya valisineria,Canvasback,canvas,species,666.0,,AYVA,CANV,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya americana,Redhead,redhea,species,667.0,,AYAM,REDH,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya ferina,Common Pochard,compoc,species,670.0,COPO,AYFE,COMP,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya collaris,Ring-necked Duck,rinduc,species,673.0,,AYCO,RNDU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya nyroca,Ferruginous Duck,ferduc,species,677.0,FEDU,AYNY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya innotata,Madagascar Pochard,madpoc1,species,680.0,MAPO,AYIN,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya baeri,Baer's Pochard,baepoc1,species,681.0,BAPO,AYBA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya australis,Hardhead,wheduc1,species,685.0,HARD AWED,AYAU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya fuligula,Tufted Duck,tufduc,species,687.0,,AYFU,TUDU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya novaeseelandiae,New Zealand Scaup,nezsca1,species,693.0,NZSC,AYNO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya marila,Greater Scaup,gresca,species,694.0,,AYMA,GRSC,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aythya affinis,Lesser Scaup,lessca,species,700.0,,AYAF,LESC,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Polysticta stelleri,Steller's Eider,steeid,species,710.0,,POST,STEI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Camptorhynchus labradorius,Labrador Duck,labduc,species,711.0,LADU,CALA,LABD,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,1875,anatid1
Somateria fischeri,Spectacled Eider,speeid,species,712.0,,SOFI,SPEI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Somateria spectabilis,King Eider,kineid,species,713.0,,SOSP,KIEI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Somateria mollissima,Common Eider,comeid,species,715.0,,SOMO,COEI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Histrionicus histrionicus,Harlequin Duck,harduc,species,727.0,,HIHI,HADU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Melanitta perspicillata,Surf Scoter,sursco,species,728.0,,MEPE,SUSC,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Melanitta fusca,Velvet Scoter,whwsco3,species,729.0,,MEFU,VESC,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Melanitta deglandi,White-winged Scoter,whwsco2,species,730.0,,MEDE,WWSC,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Melanitta stejnegeri,Stejneger's Scoter,whwsco1,species,731.0,SISC,MEST,STSC,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Melanitta nigra,Common Scoter,blksco1,species,736.0,,MENI,COSC,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Melanitta americana,Black Scoter,blksco2,species,737.0,,MEAM,BLSC,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Clangula hyemalis,Long-tailed Duck,lotduc,species,741.0,,CLHY,LTDU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Bucephala albeola,Bufflehead,buffle,species,742.0,,BUAL,BUFF,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Bucephala clangula,Common Goldeneye,comgol,species,743.0,,BUCL,COGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Bucephala islandica,Barrow's Goldeneye,bargol,species,748.0,,BUIS,BAGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mergellus albellus,Smew,smew,species,752.0,,MEAL,SMEW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Lophodytes cucullatus,Hooded Merganser,hoomer,species,754.0,,LOCU,HOME,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mergus australis,Auckland Islands Merganser,auimer1,species,761.0,NZME AIME,MEAU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,1902,anatid1
Mergus merganser,Common Merganser,commer,species,762.0,GOOS,MEME,COME,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mergus octosetaceus,Brazilian Merganser,bramer1,species,769.0,BRME,MEOC,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mergus serrator,Red-breasted Merganser,rebmer,species,770.0,,MESE,RBME,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mergus squamatus,Scaly-sided Merganser,scsmer1,species,774.0,SSME,MESQ,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Heteronetta atricapilla,Black-headed Duck,blhduc1,species,776.0,BHDU,HEAT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Nomonyx dominicus,Masked Duck,masduc,species,777.0,,NODO,MADU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Oxyura jamaicensis,Ruddy Duck,rudduc,species,778.0,,OXJA,RUDU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Oxyura ferruginea,Andean Duck,andduc1,species,780.0,ANDU RUDU,OXFE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Oxyura leucocephala,White-headed Duck,whhduc1,species,783.0,WHDU,OXLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Oxyura maccoa,Maccoa Duck,macduc1,species,785.0,MADU,OXMA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Oxyura vittata,Lake Duck,lakduc1,species,786.0,LADU,OXVI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Oxyura australis,Blue-billed Duck,blbduc1,species,788.0,BBDU,OXAU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Biziura lobata,Musk Duck,musduc1,species,789.0,MUDU,BILO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Alectura lathami,Australian Brushturkey,ausbrt1,species,795.0,AUBR,ALLA,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Aepypodius arfakianus,Wattled Brushturkey,watbrt1,species,798.0,WABR,AEAR,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Aepypodius bruijnii,Waigeo Brushturkey,brubrt1,species,801.0,WABR,AEBR,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Talegalla cuvieri,Red-billed Brushturkey,rebbrt1,species,802.0,RBBR,TACU,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Talegalla fuscirostris,Yellow-legged Brushturkey,bkbbrt1,species,805.0,YLBR BBBR,TAFU,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Talegalla jobiensis,Red-legged Brushturkey,bncbrt1,species,810.0,RLBR COBR,TAJO,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Leipoa ocellata,Malleefowl,mallee1,species,814.0,MALL,LEOC,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Macrocephalon maleo,Maleo,maleo1,species,815.0,MALE,MAMA,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Eulipoa wallacei,Moluccan Megapode,molscr1,species,816.0,MOSC MOME,EUWA,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius pritchardii,Tongan Megapode,niuscr1,species,817.0,TOSC TOME,MEPR,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius laperouse,Micronesian Megapode,micscr1,species,818.0,MIME MISC,MELA,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius nicobariensis,Nicobar Megapode,nicscr1,species,821.0,NIME NISC,MENI,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius cumingii,Philippine Megapode,tabscr1,species,824.0,PHSC PHME,MECU,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius bernsteinii,Sula Megapode,sulscr1,species,832.0,SUSC SUME,MEBE,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius tenimberensis,Tanimbar Megapode,tanscr1,species,833.0,TAME TASC,METE,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius freycinet,Dusky Megapode,dusscr1,species,834.0,DUME DUSC,MEFR,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius geelvinkianus,Biak Megapode,dusscr3,species,842.0,BIME BISC,MEGE,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius eremita,Melanesian Megapode,melscr1,species,843.0,MESC MEME,MEER,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius layardi,Vanuatu Megapode,vanscr1,species,844.0,VAME VASC,MELA,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius decollatus,New Guinea Megapode,negscr1,species,845.0,NGSC NGME,MEDE,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Megapodius reinwardt,Orange-footed Megapode,orfscr1,species,846.0,OFSC OFME,MERE,,Galliformes,Megapodes,Megapodiidae,,,,megapo1
Penelopina nigra,Highland Guan,higgua1,species,853.0,,PENI,HIGU,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Chamaepetes unicolor,Black Guan,blagua1,species,854.0,BLGU,CHUN,BLAG,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Chamaepetes goudotii,Sickle-winged Guan,siwgua1,species,855.0,SWGU,CHGO,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Aburria aburri,Wattled Guan,watgua1,species,862.0,WAGU,ABAB,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Pipile jacutinga,Black-fronted Piping-Guan,bfpgua1,species,863.0,BFPG,PIJA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Pipile pipile,Trinidad Piping-Guan,trpgua1,species,864.0,TPGU TRPG,PIPI,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Pipile cumanensis,Blue-throated Piping-Guan,butpig1,species,865.0,BTPG,PICU,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Pipile grayi,White-throated Piping-Guan,butpig2,species,866.0,WTPG,PIGR,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Pipile cujubi,Red-throated Piping-Guan,rtpgua1,species,868.0,RTPG,PICU,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope argyrotis,Band-tailed Guan,batgua1,species,873.0,BTGU,PEAR,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope bridgesi,Yungas Guan,dulgua3,species,878.0,DLGU YUGU,PEBR,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope obscura,Dusky-legged Guan,dulgua1,species,879.0,DLGU,PEOB,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope pileata,White-crested Guan,whcgua1,species,880.0,WCGU,PEPI,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope ochrogaster,Chestnut-bellied Guan,chbgua1,species,881.0,CBGU,PEOC,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope jacucaca,White-browed Guan,whbgua1,species,882.0,WBGU,PEJA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope barbata,Bearded Guan,beagua1,species,883.0,BEGU,PEBA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope purpurascens,Crested Guan,cregua1,species,884.0,,PEPU,CRGU,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope superciliaris,Rusty-margined Guan,rumgua1,species,888.0,RMGU,PESU,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope marail,Marail Guan,margua1,species,895.0,MAGU,PEMA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope albipennis,White-winged Guan,whwgua1,species,898.0,WWGU,PEAL,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope ortoni,Baudo Guan,baugua1,species,899.0,BAGU,PEOR,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope montagnii,Andean Guan,andgua1,species,900.0,ANGU,PEMO,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope dabbenei,Red-faced Guan,refgua1,species,908.0,RFGU,PEDA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope jacquacu,Spix's Guan,spigua1,species,909.0,SPGU,PEJA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Penelope perspicax,Cauca Guan,caugua1,species,916.0,CAGU,PEPE,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Oreophasis derbianus,Horned Guan,horgua1,species,918.0,,ORDE,HOGU,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Nothocrax urumutum,Nocturnal Curassow,noccur1,species,919.0,NOCU,NOUR,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Pauxi pauxi,Helmeted Curassow,helcur1,species,920.0,HECU,PAPA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Pauxi koepckeae,Sira Curassow,horcur2,species,923.0,SICU,PAKO,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Pauxi unicornis,Horned Curassow,horcur3,species,924.0,HOCU,PAUN,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Mitu tomentosum,Crestless Curassow,crecur2,species,925.0,CRCU,MITO,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Mitu mitu,Alagoas Curassow,alacur1,species,926.0,ALCU,MIMI,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Mitu salvini,Salvin's Curassow,salcur1,species,927.0,SACU,MISA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Mitu tuberosum,Razor-billed Curassow,rabcur2,species,928.0,RBCU,MITU,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Crax daubentoni,Yellow-knobbed Curassow,yekcur1,species,929.0,YKCU,CRDA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Crax rubra,Great Curassow,grecur1,species,930.0,,CRRU,GRCU,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Crax alberti,Blue-billed Curassow,bubcur1,species,933.0,BBCU,CRAL,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Crax globulosa,Wattled Curassow,watcur1,species,934.0,WACU,CRGL,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Crax blumenbachii,Red-billed Curassow,rebcur1,species,935.0,RBCU,CRBL,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Crax alector,Black Curassow,blacur1,species,936.0,BLCU,CRAL,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Crax fasciolata,Bare-faced Curassow,bafcur1,species,939.0,BFCU,CRFA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis vetula,Plain Chachalaca,placha,species,945.0,,ORVE,PLCH,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis leucogastra,White-bellied Chachalaca,whbcha1,species,950.0,,ORLE,WBCH,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis poliocephala,West Mexican Chachalaca,wemcha1,species,951.0,,ORPO,WMCH,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis wagleri,Rufous-bellied Chachalaca,rubcha1,species,952.0,RBCH,ORWA,RBEC,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis cinereiceps,Gray-headed Chachalaca,grhcha1,species,954.0,GHCH,ORCI,GHEC,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis erythroptera,Rufous-headed Chachalaca,ruhcha1,species,955.0,RHCH,ORER,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis motmot,Variable Chachalaca,varcha1,species,956.0,VACH LICH,ORMO,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis ruficeps,Chestnut-headed Chachalaca,varcha3,species,957.0,CHCH LICH,ORRU,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis canicollis,Chaco Chachalaca,chacha1,species,958.0,CHCH,ORCA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis columbiana,Colombian Chachalaca,colcha1,species,961.0,COCH,ORCO,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis guttata,Speckled Chachalaca,specha3,species,962.0,SPCH,ORGU,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis superciliaris,Buff-browed Chachalaca,bubcha1,species,967.0,BBCH,ORSU,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis araucuan,East Brazilian Chachalaca,specha2,species,968.0,EBCH,ORAR,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis squamata,Scaled Chachalaca,specha4,species,969.0,SCCH,ORSQ,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis garrula,Chestnut-winged Chachalaca,chwcha1,species,970.0,CWCH,ORGA,,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Ortalis ruficauda,Rufous-vented Chachalaca,ruvcha1,species,971.0,,ORRU,RVCH,Galliformes,"Guans, Chachalacas, and Curassows",Cracidae,,,,cracid2
Numida meleagris,Helmeted Guineafowl,helgui,species,977.0,HEGU,NUME,HELG,Galliformes,Guineafowl,Numididae,,,,numidi1
Agelastes meleagrides,White-breasted Guineafowl,whbgui1,species,990.0,WBGU,AGME,,Galliformes,Guineafowl,Numididae,,,,numidi1
Agelastes niger,Black Guineafowl,blagui1,species,991.0,BLGU,AGNI,,Galliformes,Guineafowl,Numididae,,,,numidi1
Acryllium vulturinum,Vulturine Guineafowl,vulgui1,species,992.0,VUGU,ACVU,,Galliformes,Guineafowl,Numididae,,,,numidi1
Guttera plumifera,Plumed Guineafowl,plugui1,species,993.0,PLGU,GUPL,,Galliformes,Guineafowl,Numididae,,,,numidi1
Guttera pucherani,Eastern Crested Guineafowl,cregui3,species,996.0,ECGU,GUPU,,Galliformes,Guineafowl,Numididae,,,,numidi1
Guttera verreauxi,Western Crested Guineafowl,cregui2,species,997.0,WCGU,GUVE,,Galliformes,Guineafowl,Numididae,,,,numidi1
Guttera edouardi,Southern Crested Guineafowl,cregui4,species,1000.0,SCGU,GUED,,Galliformes,Guineafowl,Numididae,,,,numidi1
Ptilopachus petrosus,Stone Partridge,stopar1,species,1005.0,STPA,PTPE,,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Ptilopachus nahani,Nahan's Partridge,nahfra2,species,1008.0,NAPA,PTNA,,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Rhynchortyx cinctus,Tawny-faced Quail,tafqua1,species,1009.0,,RHCI,TFQU,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Oreortyx pictus,Mountain Quail,mouqua,species,1013.0,MOQU,ORPI,MOUQ,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Dendrortyx leucophrys,Buffy-crowned Wood-Partridge,bcwpar1,species,1014.0,,DELE,BCWP,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Dendrortyx macroura,Long-tailed Wood-Partridge,ltwpar1,species,1017.0,,DEMA,LTWP,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Dendrortyx barbatus,Bearded Wood-Partridge,bewpar1,species,1024.0,BWPA,DEBA,BEWP,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Philortyx fasciatus,Banded Quail,banqua1,species,1025.0,,PHFA,BAQU,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Colinus virginianus,Northern Bobwhite,norbob,species,1026.0,,COVI,NOBO,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Colinus nigrogularis,Black-throated Bobwhite,bltbob1,species,1052.0,YUBO,CONI,BTBO,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Colinus leucopogon,Spot-bellied Bobwhite,crebob2,species,1057.0,,COLE,SBBO,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Colinus cristatus,Crested Bobwhite,crebob1,species,1066.0,,COCR,CRBO,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Callipepla squamata,Scaled Quail,scaqua,species,1082.0,,CASQ,SCQU,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Callipepla douglasii,Elegant Quail,elequa,species,1088.0,,CADO,ELQU,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Callipepla californica,California Quail,calqua,species,1094.0,,CACA,CAQU,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Callipepla gambelii,Gambel's Quail,gamqua,species,1105.0,,CAGA,GAQU,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Cyrtonyx montezumae,Montezuma Quail,monqua,species,1114.0,MBQU MOQU,CYMO,MONQ,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Cyrtonyx ocellatus,Ocellated Quail,ocequa1,species,1122.0,,CYOC,OCQU,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Dactylortyx thoracicus,Singing Quail,sinqua1,species,1123.0,,DATH,SIQU,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Odontophorus gujanensis,Marbled Wood-Quail,mawqua1,species,1135.0,MWQU,ODGU,MAWQ,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Odontophorus capueira,Spot-winged Wood-Quail,swwqua1,species,1144.0,SWWQ,ODCA,,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Odontophorus melanotis,Black-eared Wood-Quail,bewqua1,species,1147.0,,ODME,BEWQ,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Odontophorus atrifrons,Black-fronted Wood-Quail,bfwqua1,species,1150.0,BFWQ,ODAT,,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Odontophorus erythrops,Rufous-fronted Wood-Quail,rfwqua1,species,1154.0,RFWQ,ODER,,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Odontophorus hyperythrus,Chestnut Wood-Quail,chwqua1,species,1157.0,CHWQ CWQU,ODHY,,Galliformes,New World Quail,Odontophoridae,,,,odonto1
Odontophorus melanonotus,Dark-backed Wood-Quail,dbwqua1,species,1158.0,DBWQ,ODME,,Galliformes,New World Quail,Odontophoridae,,,,odonto1
